tau_sec,offset_sec,ev_sampling_shift,accuracy
40,-10,17,1.0
40,-9,15,0.9933333333333333
40,-8,24,1.0
40,-7,1,1.0
40,-6,29,1.0
40,-5,5,1.0
40,-4,22,1.0
40,-3,24,1.0
40,-2,5,1.0
40,-1,9,1.0
40,0,9,1.0
40,1,4,1.0
40,2,7,1.0
40,3,25,1.0
40,4,5,1.0
40,5,1,1.0
40,6,13,1.0
40,7,29,1.0
40,8,10,1.0
40,9,7,0.9733333333333334
40,10,12,1.0
