tau_sec,offset_sec,ev_sampling_shift,accuracy
30,-10,28,0.9933333333333333
30,-9,5,0.20666666666666667
30,-8,27,0.9933333333333333
30,-7,16,0.69
30,-6,6,0.056666666666666664
30,-5,28,1.0
30,-4,19,0.9633333333333334
30,-3,4,1.0
30,-2,3,1.0
30,-1,21,1.0
30,0,23,1.0
30,1,10,1.0
30,2,8,0.5933333333333334
30,3,4,0.44666666666666666
30,4,24,1.0
30,5,5,0.26666666666666666
30,6,26,1.0
30,7,27,1.0
30,8,21,1.0
30,9,28,0.20666666666666667
30,10,15,1.0
