tau_sec,offset_sec,ev_sampling_shift,accuracy
50,-10,29,1.0
50,-9,29,1.0
50,-8,4,1.0
50,-7,21,1.0
50,-6,15,1.0
50,-5,2,1.0
50,-4,14,1.0
50,-3,28,1.0
50,-2,29,1.0
50,-1,26,1.0
50,0,29,1.0
50,1,13,1.0
50,2,21,1.0
50,3,18,1.0
50,4,15,1.0
50,5,22,1.0
50,6,12,1.0
50,7,9,1.0
50,8,20,1.0
50,9,25,1.0
50,10,7,1.0
