tau_sec,offset_sec,ev_sampling_shift,accuracy
60,-10,13,1.0
60,-9,24,1.0
60,-8,12,1.0
60,-7,23,1.0
60,-6,5,1.0
60,-5,4,1.0
60,-4,20,1.0
60,-3,29,1.0
60,-2,2,1.0
60,-1,3,1.0
60,0,7,1.0
60,1,1,1.0
60,2,9,1.0
60,3,8,1.0
60,4,28,1.0
60,5,25,1.0
60,6,5,1.0
60,7,1,1.0
60,8,3,1.0
60,9,8,1.0
60,10,13,1.0
