tau_sec,offset_sec,ev_sampling_shift,accuracy
55,-10,22,1.0
55,-9,14,1.0
55,-8,2,1.0
55,-7,18,1.0
55,-6,10,1.0
55,-5,3,1.0
55,-4,26,1.0
55,-3,18,1.0
55,-2,27,1.0
55,-1,0,1.0
55,0,27,1.0
55,1,2,1.0
55,2,14,1.0
55,3,22,1.0
55,4,5,1.0
55,5,25,1.0
55,6,1,1.0
55,7,15,1.0
55,8,13,1.0
55,9,4,1.0
55,10,24,1.0
