tau_sec,offset_sec,ev_sampling_shift,accuracy
40,-10,42,0.5066666666666667
40,-9,5,0.8666666666666667
40,-8,16,0.83
40,-7,28,0.023333333333333334
40,-6,12,0.56
40,-5,16,0.9933333333333333
40,-4,0,0.8766666666666667
40,-3,27,0.03666666666666667
40,-2,51,0.91
40,-1,54,0.91
40,0,45,0.5533333333333333
40,1,39,0.9866666666666667
40,2,27,0.06
40,3,53,0.9933333333333333
40,4,47,0.2733333333333333
40,5,44,0.5633333333333334
40,6,29,0.3
40,7,54,0.9733333333333334
40,8,52,0.88
40,9,28,0.62
40,10,48,0.78
