tau_sec,offset_sec,ev_sampling_shift,accuracy
60,-10,22,0.8366666666666667
60,-9,54,1.0
60,-8,47,1.0
60,-7,30,1.0
60,-6,29,1.0
60,-5,27,1.0
60,-4,58,1.0
60,-3,4,0.10666666666666667
60,-2,13,1.0
60,-1,10,0.9
60,0,0,1.0
60,1,40,1.0
60,2,26,1.0
60,3,51,1.0
60,4,1,0.61
60,5,51,1.0
60,6,8,0.6233333333333333
60,7,8,0.98
60,8,28,1.0
60,9,34,1.0
60,10,14,0.9866666666666667
