tau_sec,offset_sec,ev_sampling_shift,accuracy
35,-10,6,0.5933333333333334
35,-9,17,1.0
35,-8,8,0.9933333333333333
35,-7,2,0.9333333333333333
35,-6,22,0.87
35,-5,4,1.0
35,-4,0,0.9933333333333333
35,-3,26,1.0
35,-2,16,1.0
35,-1,14,1.0
35,0,18,1.0
35,1,18,1.0
35,2,6,1.0
35,3,13,1.0
35,4,28,1.0
35,5,24,0.9533333333333334
35,6,28,1.0
35,7,24,0.48
35,8,28,0.9933333333333333
35,9,26,0.63
35,10,10,0.9666666666666667
